employee_name,user,O,C,E,A,N,logon_count,logoff_count,after_hours_logon_count,after_hours_logoff_count,unique_pc_count,email_count,emails_with_attachments,total_attachments,total_email_size,unique_recipients,file_activity_count,unique_files,unique_file_pcs,http_request_count,unique_http_pc_count,unique_domain_count,device_activity_count,device_connect_count,device_disconnect_count,unique_device_pc_count
Bruce Eden Clemons,BEC0505,35,21,30,19,32,346,346,0,0,1,5019,1524,2676,150571325,2492,0.0,0.0,0.0,52938,1,152,0.0,0.0,0.0,0.0
Oliver Logan Fowler,OLF0504,41,43,20,41,31,346,346,0,0,1,5032,0,0,150297034,2555,0.0,0.0,0.0,56052,1,231,0.0,0.0,0.0,0.0
Kirestin Vanna Sykes,KVS0425,20,19,21,30,35,346,346,157,174,1,3014,615,1179,89824004,1471,0.0,0.0,0.0,32775,1,144,0.0,0.0,0.0,0.0
Arthur Jacob Raymond,AJR0319,40,13,37,16,24,812,446,446,0,1,6434,1949,3286,194943753,3358,0.0,0.0,0.0,72252,1,153,0.0,0.0,0.0,0.0
Diana Lillian Solis,DLS0383,10,21,12,25,24,603,346,165,0,1,2987,1202,2372,89071809,1413,0.0,0.0,0.0,31140,1,178,0.0,0.0,0.0,0.0
Bruno Carter Robles,BCR0581,20,11,34,36,30,692,418,23,373,3,329,132,245,9848121,293,0.0,0.0,0.0,3460,1,123,0.0,0.0,0.0,0.0
Lani Dai Beard,LDB0090,40,14,39,41,34,346,346,346,0,1,3657,355,730,109378645,1480,0.0,0.0,0.0,39444,1,209,0.0,0.0,0.0,0.0
Gwendolyn Amaya Ferrell,GAF0570,31,15,38,46,35,633,366,0,192,2,3003,884,1741,90337882,1524,0.0,0.0,0.0,34600,1,172,0.0,0.0,0.0,0.0
Noah Nathan Shaffer,NNS0059,42,23,48,23,25,346,346,162,346,1,3033,1214,1968,91080367,1465,0.0,0.0,0.0,32870,1,185,0.0,0.0,0.0,0.0
Joy Rosalyn Leblanc,JRL0574,19,26,35,47,40,346,346,0,346,1,331,0,0,10313506,256,0.0,0.0,0.0,3450,1,151,0.0,0.0,0.0,0.0
Natalie Sheila Santiago,NSS0876,26,20,25,42,31,346,346,346,7,1,4962,0,0,146864055,2431,0.0,0.0,0.0,56052,1,119,0.0,0.0,0.0,0.0
Slade Orson Burch,SOB0586,45,35,23,24,30,346,346,0,346,1,331,0,0,10047267,249,0.0,0.0,0.0,3460,1,98,0.0,0.0,0.0,0.0
Dane Davis Atkins,DDA0476,36,25,39,13,39,346,346,0,0,1,5045,1046,2182,151030696,2545,0.0,0.0,0.0,56052,1,158,0.0,0.0,0.0,0.0
Dakota Edward Brady,DEB0782,42,47,32,21,36,346,346,0,0,1,1004,292,495,30436481,665,0.0,0.0,0.0,10005,1,94,0.0,0.0,0.0,0.0
Owen Len Wheeler,OLW0689,22,25,40,35,27,613,346,0,346,1,3025,1188,2217,90813145,1410,1242.0,1242.0,1.0,32870,1,116,1418.0,714.0,704.0,1.0
MacKensie Mara Grant,MMG0943,23,27,28,34,26,465,465,407,55,3,2999,1182,2382,89359280,1400,0.0,0.0,0.0,32775,1,179,0.0,0.0,0.0,0.0
Reece Nicolas Lopez,RNL0695,47,41,44,19,36,614,346,0,346,1,3029,610,1135,90592259,1402,0.0,0.0,0.0,32870,1,203,0.0,0.0,0.0,0.0
Lacey Nomlanga Rasmussen,LNR0656,25,39,12,30,23,346,346,0,346,1,1015,0,0,30530908,626,0.0,0.0,0.0,10034,1,182,0.0,0.0,0.0,0.0
Albert Mohammad Joseph,AMJ0297,16,43,50,18,28,346,346,0,213,1,330,0,0,10110394,242,0.0,0.0,0.0,3460,1,126,0.0,0.0,0.0,0.0
Hedwig Regina Livingston,HRL0540,43,38,17,40,18,643,371,18,365,2,2988,911,1721,89275381,1744,1777.0,1777.0,1.0,34400,1,154,5924.0,2968.0,2956.0,1.0
Dean Lester Figueroa,DLF0377,39,35,19,27,34,346,346,165,0,1,3025,605,1056,90800970,1440,0.0,0.0,0.0,32870,1,112,0.0,0.0,0.0,0.0
Madonna Veronica Hardy,MVH0373,44,19,20,21,25,247,247,156,157,94,701,143,343,21144786,433,0.0,0.0,0.0,7524,1,153,0.0,0.0,0.0,0.0
Tad Patrick Hardin,TPH0474,44,39,14,21,35,346,346,169,210,1,388,0,0,11647264,284,0.0,0.0,0.0,3460,1,98,0.0,0.0,0.0,0.0
Kendall Ciaran Frank,KCF0045,40,39,16,27,31,1390,1390,1231,892,114,3654,739,1177,109498218,1667,0.0,0.0,0.0,39209,1,123,0.0,0.0,0.0,0.0
Bryar Ivana Sweet,BIS0247,36,19,18,39,37,664,392,209,46,1,2984,303,598,90127139,1499,418.0,418.0,1.0,31140,1,161,232.0,116.0,116.0,1.0
Mona Susan Shannon,MSS0001,21,44,24,45,19,614,346,157,0,1,12034,1206,1994,361399921,3474,0.0,0.0,0.0,138000,1,196,0.0,0.0,0.0,0.0
Edward Finn Stokes,EFS0882,40,40,47,25,27,346,346,0,346,1,1009,0,0,29970628,635,0.0,0.0,0.0,10034,1,104,0.0,0.0,0.0,0.0
Noelani Wynter Kennedy,NWK0215,21,19,45,18,24,853,503,497,59,1,5547,1672,3678,167386881,2542,0.0,0.0,0.0,63492,1,209,0.0,0.0,0.0,0.0
Philip Nathan Logan,PNL0301,50,43,30,43,31,156,156,0,101,1,164,36,69,4701578,143,296.0,296.0,1.0,1674,1,59,653.0,330.0,323.0,1.0
Colin Stuart Holloway,CSH0626,33,17,41,18,23,801,493,268,76,2,5340,1594,3215,160096403,2971,0.0,0.0,0.0,63990,1,126,0.0,0.0,0.0,0.0
Beau Hall Watts,BHW0458,36,32,28,30,29,346,346,169,194,1,333,74,153,10297255,250,0.0,0.0,0.0,3460,1,141,0.0,0.0,0.0,0.0
Sonya Samantha Hahn,SSH0799,23,18,31,31,40,737,472,0,0,3,3001,598,1323,90141348,1440,0.0,0.0,0.0,32870,1,144,0.0,0.0,0.0,0.0
Astra Nicole Maldonado,ANM0123,22,15,16,21,26,50,32,2,28,2,270,103,184,8070750,190,47.0,47.0,1.0,2850,1,103,57.0,29.0,28.0,1.0
Carla Amelia Shannon,CAS0507,14,46,33,11,25,735,466,10,9,3,1003,293,529,30541847,688,6290.0,6290.0,1.0,10005,1,211,759.0,381.0,378.0,1.0
Denise Ifeoma Doyle,DID0650,45,21,17,42,21,346,346,0,346,1,1022,0,0,30395383,636,0.0,0.0,0.0,10005,1,200,0.0,0.0,0.0,0.0
Kirby Amity Tyson,KAT0270,21,24,39,23,27,346,346,346,0,1,3045,1226,2489,91551688,1548,0.0,0.0,0.0,32870,1,218,0.0,0.0,0.0,0.0
Tara Echo Myers,TEM0977,22,19,40,45,29,346,346,167,178,1,3694,0,0,110130221,1593,0.0,0.0,0.0,39444,1,108,0.0,0.0,0.0,0.0
Salvador Herman Raymond,SHR0334,36,41,45,19,31,346,346,346,346,1,1011,0,0,30343297,634,0.0,0.0,0.0,10034,1,103,0.0,0.0,0.0,0.0
Jenna Darrel Charles,JDC0030,31,18,19,21,26,894,512,8,486,2,5071,2006,4003,151898973,1391,724.0,724.0,1.0,54378,1,255,380.0,190.0,190.0,1.0
Colt Kendall Perez,CKP0721,40,39,39,13,32,346,346,346,0,1,337,0,0,10278976,265,0.0,0.0,0.0,3460,1,123,0.0,0.0,0.0,0.0
Herman Ian Abbott,HIA0414,38,39,39,18,31,346,346,167,210,1,3007,632,1283,90682011,1585,0.0,0.0,0.0,32870,1,170,0.0,0.0,0.0,0.0
Hakeem Stephen Peck,HSP0290,38,15,28,20,27,346,346,0,186,1,338,76,176,10439988,268,0.0,0.0,0.0,3450,1,137,0.0,0.0,0.0,0.0
Howard Raphael Weiss,HRW0550,38,34,24,22,28,346,346,168,189,1,3019,637,1190,90342589,1414,0.0,0.0,0.0,32870,1,110,0.0,0.0,0.0,0.0
Kaye Brianna Blair,KBB0189,49,23,16,33,30,346,346,346,0,1,3719,785,1507,111416821,1074,0.0,0.0,0.0,39444,1,139,0.0,0.0,0.0,0.0
Cain Byron Baldwin,CBB0365,37,17,20,41,33,1758,1498,908,910,111,3690,770,1571,111262302,1775,0.0,0.0,0.0,39444,1,86,0.0,0.0,0.0,0.0
Diana Leigh Hays,DLH0029,36,26,38,18,31,346,346,346,346,1,3040,327,573,91219494,893,0.0,0.0,0.0,32870,1,132,0.0,0.0,0.0,0.0
Nora Regina Oconnor,NRO0768,18,18,41,25,36,322,322,0,0,1,941,94,170,28200099,607,0.0,0.0,0.0,9660,1,116,0.0,0.0,0.0,0.0
Nehru Wyatt Tate,NWT0098,35,39,26,36,33,319,319,319,0,1,2829,578,1120,84802854,1443,702.0,702.0,1.0,30435,1,204,1299.0,653.0,646.0,1.0
Quincy Preston Moses,QPM0727,43,40,18,34,34,346,346,154,0,1,4991,0,0,149816572,2527,0.0,0.0,0.0,56052,1,161,0.0,0.0,0.0,0.0
Kessie Vielka Trevino,KVT0028,44,20,35,19,37,346,346,346,346,1,3041,592,1163,90991236,913,0.0,0.0,0.0,32870,1,158,0.0,0.0,0.0,0.0
Lamar Francis Scott,LFS0071,48,31,14,17,25,346,346,153,192,1,3061,0,0,91315596,1443,0.0,0.0,0.0,32870,1,211,0.0,0.0,0.0,0.0
Wing Noah Bonner,WNB0908,38,38,38,22,23,608,346,0,346,1,999,309,578,29331639,631,0.0,0.0,0.0,10034,1,175,0.0,0.0,0.0,0.0
Patience Audrey Douglas,PAD0773,36,21,14,16,38,698,421,0,0,3,1012,115,192,30828818,743,2558.0,2558.0,1.0,10380,1,132,247.0,124.0,123.0,1.0
Bert Jason Henderson,BJH0354,22,21,31,20,36,346,346,0,0,1,4727,0,0,141187254,2452,0.0,0.0,0.0,49478,1,107,0.0,0.0,0.0,0.0
Oscar Nolan Wooten,ONW0083,46,30,25,30,26,346,346,157,0,1,3002,632,1067,90274428,1414,0.0,0.0,0.0,32870,1,151,0.0,0.0,0.0,0.0
Sarah Susan Jarvis,SSJ0784,19,39,12,45,34,908,545,90,91,1,1291,382,654,39344982,772,0.0,0.0,0.0,13137,1,125,0.0,0.0,0.0,0.0
Kyla Jocelyn Porter,KJP0371,36,21,25,15,30,1394,1394,887,887,117,3700,1473,2713,110421392,1856,0.0,0.0,0.0,39403,1,169,0.0,0.0,0.0,0.0
Isabelle Maggie Benjamin,IMB0481,19,41,38,43,38,346,346,0,0,1,5006,1016,1847,149892272,2478,0.0,0.0,0.0,56052,1,258,0.0,0.0,0.0,0.0
Britanney Quail Snyder,BQS0525,42,38,19,45,30,56,56,0,0,8,142,44,76,4217446,134,57.0,57.0,1.0,1323,1,87,782.0,393.0,389.0,1.0
Beck Troy Richards,BTR0403,47,47,21,17,28,688,426,213,398,4,3003,294,583,89553314,1446,520.0,520.0,1.0,32870,1,208,756.0,380.0,376.0,1.0
Declan Lester Moss,DLM0051,37,37,17,20,35,856,511,458,19,2,7573,2260,4050,226854809,3091,10673.0,10673.0,1.0,82840,1,215,7533.0,3775.0,3758.0,1.0
Addison Hiram Morrow,AHM0410,34,43,15,18,26,725,458,178,236,3,3063,917,1931,91760584,1656,2198.0,2198.0,1.0,33440,1,63,782.0,394.0,388.0,1.0
Carter Harrison Maldonado,CHM0821,48,11,39,19,23,749,472,87,435,3,338,118,273,10237586,290,1228.0,1228.0,1.0,3460,1,102,733.0,368.0,365.0,1.0
Jocelyn Bree Mccray,JBM0350,37,21,12,45,25,434,434,249,427,2,4752,488,914,142871323,2373,0.0,0.0,0.0,49478,1,191,0.0,0.0,0.0,0.0
Joseph Raja Gaines,JRG0207,42,37,40,21,27,287,287,286,5,1,3842,748,1353,115283884,1712,27.0,27.0,1.0,40185,1,99,46.0,23.0,23.0,1.0
Prescott Laith Harding,PLH0862,32,37,25,16,32,346,346,346,11,1,5044,0,0,150935981,2546,0.0,0.0,0.0,56052,1,188,0.0,0.0,0.0,0.0
Reed Chaim Perkins,RCP0785,42,38,43,30,32,346,346,0,0,1,1004,0,0,30428693,643,0.0,0.0,0.0,10034,1,203,0.0,0.0,0.0,0.0
Neve Sarah Crane,NSC0597,19,13,11,44,31,363,363,6,352,2,333,109,228,9936248,278,0.0,0.0,0.0,3450,1,75,0.0,0.0,0.0,0.0
Ayanna Vivian Murray,AVM0947,10,25,30,44,39,375,375,367,18,5,337,40,74,10293620,268,7701.0,7701.0,1.0,3114,1,52,5984.0,2998.0,2986.0,1.0
Molly Sacha Zimmerman,MSZ0310,24,38,18,31,29,346,346,346,0,1,5011,1012,1846,149971847,2528,0.0,0.0,0.0,56052,1,241,0.0,0.0,0.0,0.0
Stewart Dale Berger,SDB0106,35,46,26,27,37,696,424,18,371,3,3031,902,1501,90911480,1624,0.0,0.0,0.0,32870,1,173,0.0,0.0,0.0,0.0
Hakeem Arden Curry,HAC0282,37,32,38,12,28,346,346,0,346,1,2989,608,1260,90321712,1488,0.0,0.0,0.0,32870,1,114,0.0,0.0,0.0,0.0
Hadley Sonya Bowen,HSB0196,44,13,43,30,33,494,494,19,494,1,5103,1535,2806,153141563,1562,11627.0,11627.0,1.0,57000,1,124,7595.0,3805.0,3790.0,1.0
Ayanna Sylvia Blankenship,ASB0796,30,40,23,38,34,265,265,0,0,1,2298,484,850,69607634,1070,0.0,0.0,0.0,25175,1,196,0.0,0.0,0.0,0.0
Wynter Rose Mercer,WRM0963,17,23,43,31,22,324,185,179,5,3,168,58,119,4919419,155,0.0,0.0,0.0,1740,1,88,0.0,0.0,0.0,0.0
Brianna Rebecca Mcintyre,BRM0995,20,11,32,26,40,642,373,21,369,2,3044,922,1665,90246563,1294,590.0,590.0,1.0,34600,1,169,5932.0,2973.0,2959.0,1.0
Sebastian Elliott Sexton,SES0477,38,40,13,39,29,622,346,0,0,1,5005,2004,3881,150485144,2505,0.0,0.0,0.0,56052,1,91,0.0,0.0,0.0,0.0
Jerry Tad Mccall,JTM0223,35,48,20,21,30,748,630,530,386,128,1489,591,995,45410491,796,1.0,1.0,1.0,16026,1,178,4.0,2.0,2.0,2.0
Ria Neve Flores,RNF0765,41,22,37,41,25,346,346,0,0,1,993,0,0,30090244,635,0.0,0.0,0.0,10034,1,67,0.0,0.0,0.0,0.0
Graiden Nehru Zimmerman,GNZ0953,26,18,26,36,29,616,346,346,0,1,334,132,282,9946692,260,0.0,0.0,0.0,3460,1,128,0.0,0.0,0.0,0.0
Hadassah Riley Baker,HRB0351,19,12,43,42,36,723,420,170,204,4,6750,698,1404,202999325,3365,2662.0,2662.0,1.0,72770,1,107,264.0,133.0,131.0,1.0
Zia Shelley Blankenship,ZSB0649,23,25,36,14,26,346,346,0,346,1,1017,413,798,30146500,641,0.0,0.0,0.0,10034,1,101,0.0,0.0,0.0,0.0
Axel Donovan Compton,ADC0391,50,43,40,33,38,622,346,162,346,1,3057,1208,2335,91628221,1528,0.0,0.0,0.0,32870,1,159,0.0,0.0,0.0,0.0
Penelope Montana Colon,PMC0328,20,43,10,36,33,621,346,346,346,1,1003,314,665,30213873,746,656.0,656.0,1.0,10034,1,112,1334.0,670.0,664.0,1.0
Idola Lana Jarvis,ILJ0526,33,50,23,46,25,813,524,0,0,6,1089,346,756,32973481,752,1236.0,1236.0,1.0,10875,1,121,754.0,378.0,376.0,1.0
Amaya Noelle Terrell,ANT0430,12,19,23,48,31,651,371,156,1,2,3003,1205,2129,89517329,1477,0.0,0.0,0.0,32870,1,112,0.0,0.0,0.0,0.0
Dean Flynn Hines,DFH0188,35,40,18,38,24,702,431,386,387,3,1012,99,221,30130230,722,6281.0,6281.0,1.0,10034,1,93,807.0,406.0,401.0,1.0
Lee Lacey Velez,LLV0602,36,10,36,37,33,346,346,169,0,1,5058,496,888,152229006,2534,0.0,0.0,0.0,56052,1,131,0.0,0.0,0.0,0.0
Grace Charde Roth,GCR0554,16,16,41,23,37,346,346,163,175,1,3008,643,1319,89458398,1357,0.0,0.0,0.0,32870,1,97,0.0,0.0,0.0,0.0
Samson Jeremy Ortega,SJO0209,39,45,18,39,35,753,474,374,13,3,4775,1895,3740,142229924,2154,372.0,372.0,1.0,50479,1,139,264.0,133.0,131.0,1.0
Nadine Gay Cross,NGC0058,44,45,39,15,27,492,492,220,448,3,3713,1113,1858,111475557,1815,200.0,200.0,1.0,42800,1,143,350.0,175.0,175.0,1.0
Yolanda Idona Crosby,YIC0195,18,49,19,40,31,726,448,7,368,3,3716,1149,2387,111795405,1338,0.0,0.0,0.0,40128,1,137,0.0,0.0,0.0,0.0
Eden Deborah Ball,EDB0714,21,23,35,26,29,242,242,242,0,1,255,71,140,7996565,200,526.0,526.0,1.0,2548,1,135,1070.0,535.0,535.0,1.0
Lacota Hilda Lindsey,LHL0309,19,34,27,46,37,346,346,346,0,1,4981,981,1605,149649878,2573,0.0,0.0,0.0,55728,1,156,0.0,0.0,0.0,0.0
Heather Fredericka Baird,HFB0347,34,20,30,30,27,264,264,264,264,1,767,84,165,22918582,488,1716.0,1716.0,1.0,7656,1,80,190.0,96.0,94.0,1.0
Elton Jonas Williamson,EJW0884,46,20,32,26,31,345,346,0,346,1,1026,100,184,30037332,668,0.0,0.0,0.0,10034,1,109,0.0,0.0,0.0,0.0
Cathleen Risa Oneal,CRO0027,19,30,28,46,26,642,367,9,353,2,3037,942,1658,91477214,847,0.0,0.0,0.0,34600,1,136,0.0,0.0,0.0,0.0
Halee Keiko Rhodes,HKR0628,21,16,17,16,25,709,448,169,2,3,4998,2005,3694,149515634,2660,0.0,0.0,0.0,56052,1,167,0.0,0.0,0.0,0.0
Grant Tyrone Doyle,GTD0116,43,19,45,20,31,346,346,0,346,1,4699,446,955,141339924,1959,0.0,0.0,0.0,49478,1,118,0.0,0.0,0.0,0.0
Daryl Skyler Brock,DSB0731,26,15,40,43,30,346,346,170,0,1,4936,981,1719,148432513,2551,0.0,0.0,0.0,56052,1,130,0.0,0.0,0.0,0.0
Clio Ocean Faulkner,COF0120,14,12,38,13,35,298,298,36,289,1,2554,736,1464,76988943,985,0.0,0.0,0.0,29754,1,125,0.0,0.0,0.0,0.0
Hope Dawn Jensen,HDJ0446,18,17,45,27,35,346,346,165,182,1,337,78,173,9857802,256,0.0,0.0,0.0,3460,1,90,0.0,0.0,0.0,0.0
Cedric Herrod Gilliam,CHG0146,40,20,39,19,35,346,346,0,0,1,4648,939,1865,139924987,1639,0.0,0.0,0.0,49478,1,244,0.0,0.0,0.0,0.0
Aline Iris Hurst,AIH0675,25,39,38,40,37,346,346,162,0,1,2994,626,1267,89889426,1409,0.0,0.0,0.0,32775,1,157,0.0,0.0,0.0,0.0
Troy Nicolas Molina,TNM0961,37,50,39,17,32,477,295,265,25,3,247,88,178,7531125,211,526.0,526.0,1.0,2525,1,116,984.0,494.0,490.0,1.0
Aaron Porter Gutierrez,APG0307,43,39,36,43,22,346,346,0,203,1,330,73,132,9670788,277,0.0,0.0,0.0,3460,1,135,0.0,0.0,0.0,0.0
Roth Hu Conner,RHC0335,36,35,40,46,25,346,346,346,346,1,1006,0,0,29887314,617,0.0,0.0,0.0,10034,1,194,0.0,0.0,0.0,0.0
Chastity Quyn Wilkerson,CQW0652,10,22,48,20,33,327,327,0,327,1,974,0,0,29623688,599,696.0,696.0,1.0,9603,1,156,1330.0,668.0,662.0,1.0
Honorato John Sloan,HJS0072,44,42,19,19,31,46,27,13,18,3,216,90,157,6384042,170,82.0,82.0,1.0,2375,1,90,52.0,26.0,26.0,1.0
Xerxes Howard Wilcox,XHW0498,37,47,48,23,35,195,195,0,0,1,2827,1100,2022,85797666,1533,386.0,386.0,1.0,31690,1,198,846.0,423.0,423.0,1.0
Isadora Jael Waters,IJW0851,21,10,10,18,34,346,346,329,11,1,5041,0,0,151114387,2529,0.0,0.0,0.0,56052,1,171,0.0,0.0,0.0,0.0
Nigel Addison Rios,NAR0981,39,39,16,50,36,346,346,346,12,1,3022,1206,2328,90665242,1180,0.0,0.0,0.0,32870,1,217,0.0,0.0,0.0,0.0
Nero Uriel Little,NUL0471,35,38,38,26,37,612,346,158,211,1,333,132,226,9797214,301,0.0,0.0,0.0,3460,1,84,0.0,0.0,0.0,0.0
Drew Ivan Beck,DIB0081,34,45,14,28,33,340,211,79,0,3,1418,563,1125,42316555,727,1580.0,1580.0,1.0,15390,1,131,989.0,496.0,493.0,1.0
Brenden Samuel Shaffer,BSS0369,39,42,34,14,32,962,962,569,565,137,2300,216,491,69875284,1259,2295.0,2295.0,282.0,28561,1,147,5472.0,2740.0,2732.0,489.0
Margaret Illana Burch,MIB0904,22,21,34,38,25,626,346,0,346,1,1014,303,671,31331614,699,0.0,0.0,0.0,10034,1,157,0.0,0.0,0.0,0.0
Athena Amelia Foreman,AAF0535,17,21,36,33,31,164,164,0,0,1,480,187,364,14590753,367,357.0,357.0,1.0,4878,1,98,688.0,346.0,342.0,1.0
Hayden Bernard Benson,HBB0056,37,33,30,21,27,346,346,0,0,1,2989,589,1098,90220988,1252,0.0,0.0,0.0,32870,1,207,0.0,0.0,0.0,0.0
Melodie Chantale Joyce,MCJ0324,28,20,40,20,36,346,346,346,0,1,4982,1026,1707,149384215,2543,0.0,0.0,0.0,56052,1,129,0.0,0.0,0.0,0.0
Hashim Damon Hebert,HDH0928,40,36,20,40,26,346,346,0,346,1,3043,1223,2414,91558488,1516,1577.0,1577.0,1.0,32870,1,109,1377.0,691.0,686.0,1.0
Holly Xerxes Lara,HXL0968,45,21,35,40,34,211,211,211,0,1,211,53,92,6432915,174,477.0,477.0,1.0,2225,1,147,932.0,468.0,464.0,1.0
Macaulay Otto Hopkins,MOH0273,39,40,47,50,26,401,401,401,0,1,3463,370,654,105016117,1777,9306.0,9306.0,1.0,38095,1,139,6295.0,3155.0,3140.0,1.0
Keiko Naida Webb,KNW0644,15,20,23,15,25,346,346,0,346,1,1015,212,370,30723384,624,0.0,0.0,0.0,10034,1,139,0.0,0.0,0.0,0.0
Cullen Gary Adams,CGA0629,36,35,24,49,28,346,346,163,0,1,5046,0,0,152185681,2502,0.0,0.0,0.0,56052,1,137,0.0,0.0,0.0,0.0
Nell Mari Schneider,NMS0280,39,42,26,37,27,454,454,5,444,2,1260,375,657,37746552,686,321.0,321.0,1.0,13080,1,188,307.0,155.0,152.0,1.0
Tad Harlan Duncan,THD0448,41,32,29,38,32,346,346,163,188,1,334,34,68,10103721,264,0.0,0.0,0.0,3460,1,102,0.0,0.0,0.0,0.0
Scarlet Pearl Ashley,SPA0141,43,22,10,21,29,688,414,414,68,1,3635,1482,2507,108215788,1117,0.0,0.0,0.0,37368,1,95,0.0,0.0,0.0,0.0
Lenore Piper Cardenas,LPC0492,30,23,22,30,26,372,372,0,0,1,5075,1537,2632,152339922,2637,0.0,0.0,0.0,52938,1,154,0.0,0.0,0.0,0.0
Benjamin Tyrone Norman,BTN0061,42,21,22,20,22,700,432,200,398,5,3031,1207,2340,91601772,1521,0.0,0.0,0.0,32870,1,131,0.0,0.0,0.0,0.0
Hanae Gay Hogan,HGH0595,41,14,22,39,29,346,346,0,346,1,336,0,0,10213119,245,0.0,0.0,0.0,3460,1,132,0.0,0.0,0.0,0.0
Brielle Aubrey Marks,BAM0611,25,30,39,23,25,611,346,161,0,1,5016,1517,3049,150266114,2641,0.0,0.0,0.0,56052,1,141,0.0,0.0,0.0,0.0
Kessie Kay Cooper,KKC0683,32,37,37,48,35,346,346,0,346,1,3054,0,0,91259414,1427,0.0,0.0,0.0,32870,1,98,0.0,0.0,0.0,0.0
Buckminster Benjamin Swanson,BBS0422,39,42,29,41,18,498,498,251,336,2,3487,1047,1922,104149193,1805,499.0,499.0,1.0,37525,1,103,305.0,154.0,151.0,1.0
Hedy Delilah Lopez,HDL0748,25,13,46,41,25,346,346,151,0,1,5016,0,0,150740543,2564,0.0,0.0,0.0,55890,1,203,0.0,0.0,0.0,0.0
Nissim Rafael Delacruz,NRD0548,41,37,41,15,31,306,306,138,175,1,2635,0,0,79317643,1254,0.0,0.0,0.0,29070,1,198,0.0,0.0,0.0,0.0
Donovan Carlos Chapman,DCC0160,36,39,33,42,27,346,346,346,346,1,6027,1252,2160,180014841,2183,0.0,0.0,0.0,65740,1,105,0.0,0.0,0.0,0.0
Minerva Emerald Solomon,MES0407,38,44,25,47,37,346,346,154,237,1,2998,1192,2274,90450363,1525,0.0,0.0,0.0,32775,1,219,0.0,0.0,0.0,0.0
Leonard Malachi Floyd,LMF0980,42,45,12,44,35,616,346,346,0,1,3690,1469,2699,111378922,1173,0.0,0.0,0.0,39444,1,158,0.0,0.0,0.0,0.0
Barry Martin Mason,BMM0112,40,36,24,40,25,346,346,0,346,1,1013,209,350,30309346,599,0.0,0.0,0.0,10034,1,100,0.0,0.0,0.0,0.0
Leila Tallulah Steele,LTS0860,48,20,29,20,31,346,346,346,12,1,5096,504,1026,153890816,2575,0.0,0.0,0.0,56052,1,178,0.0,0.0,0.0,0.0
Armand Odysseus Key,AOK0844,11,30,44,26,31,746,440,31,416,3,370,109,211,11413258,270,1321.0,1321.0,1.0,3830,1,123,809.0,407.0,402.0,1.0
Eaton Samuel Jennings,ESJ0670,42,31,15,40,24,515,515,211,0,3,4582,455,911,136510573,2133,3303.0,3303.0,1.0,44650,1,196,366.0,185.0,181.0,1.0
Aladdin Abraham Foley,AAF0791,14,40,40,50,34,346,346,0,0,1,3012,0,0,90234995,1440,0.0,0.0,0.0,32870,1,253,0.0,0.0,0.0,0.0
Kirby Ruby Lyons,KRL0501,18,27,23,28,26,265,265,0,0,1,3871,0,0,116019956,1984,578.0,578.0,1.0,43049,1,238,1130.0,568.0,562.0,1.0
Serina Amena Chavez,SAC0592,24,18,23,42,26,614,346,0,346,1,341,129,241,10014702,257,0.0,0.0,0.0,3460,1,164,0.0,0.0,0.0,0.0
Uriel Charles Solomon,UCS0227,22,32,41,35,34,346,346,164,346,1,3048,0,0,91098602,1464,0.0,0.0,0.0,32870,1,199,0.0,0.0,0.0,0.0
Jared Cameron Rosa,JCR0770,40,47,24,21,27,346,346,0,0,1,1003,410,752,29621932,643,0.0,0.0,0.0,10034,1,115,0.0,0.0,0.0,0.0
Ivy Charissa Solis,ICS0956,22,20,18,35,26,251,251,251,0,1,244,25,49,7453665,199,0.0,0.0,0.0,2510,1,83,0.0,0.0,0.0,0.0
Macy Karleigh Winters,MKW0441,15,25,45,20,34,649,377,168,9,3,1011,424,764,30353459,624,421.0,421.0,1.0,9342,1,124,1393.0,700.0,693.0,1.0
Tana Sonya Moody,TSM0927,33,21,10,37,26,346,346,0,346,1,3096,622,1343,91996516,1501,0.0,0.0,0.0,32870,1,175,0.0,0.0,0.0,0.0
Octavius Judah Kirby,OJK0233,40,36,14,22,33,346,346,162,346,1,3041,591,1106,91761960,1488,0.0,0.0,0.0,32870,1,153,0.0,0.0,0.0,0.0
Stephanie Mary Whitehead,SMW0084,20,37,39,48,27,346,346,159,0,1,3044,647,1262,92096288,1456,0.0,0.0,0.0,32870,1,98,0.0,0.0,0.0,0.0
Barclay Eaton Hensley,BEH0615,24,20,50,22,26,690,406,177,4,5,5123,1528,2730,154219940,2720,268.0,268.0,1.0,57024,1,113,780.0,394.0,386.0,1.0
Ariana Doris Frazier,ADF0397,39,16,10,40,35,346,346,165,346,1,3038,312,621,90342888,1449,0.0,0.0,0.0,32870,1,209,0.0,0.0,0.0,0.0
Nicolas James Cantu,NJC0705,43,39,29,36,31,346,346,346,0,1,337,37,72,10156422,266,0.0,0.0,0.0,3460,1,135,0.0,0.0,0.0,0.0
Bertha Yetta Parrish,BYP0070,30,19,41,21,33,238,238,116,127,1,2060,0,0,61871785,1030,0.0,0.0,0.0,22610,1,158,0.0,0.0,0.0,0.0
Jane Maite Dotson,JMD0520,21,45,16,38,29,699,428,33,27,4,1009,301,594,30094134,676,1893.0,1893.0,1.0,10034,1,99,1315.0,664.0,651.0,1.0
